"Date","Price","Open","High","Low","Change %"
"Apr 16, 2021","1,776.31","1,763.84","1,784.07","1,759.79","0.74%"
"Apr 19, 2021","1,769.31","1,779.50","1,790.54","1,765.98","-0.39%"
"Apr 20, 2021","1,777.25","1,770.30","1,780.77","1,763.18","0.45%"
"Apr 21, 2021","1,793.46","1,778.64","1,797.98","1,775.95","0.91%"
"Apr 22, 2021","1,783.94","1,794.15","1,798.29","1,776.83","-0.53%"
"Apr 23, 2021","1,777.18","1,784.33","1,796.06","1,770.05","-0.38%"
"Apr 26, 2021","1,780.19","1,776.34","1,783.69","1,768.70","0.17%"
"Apr 27, 2021","1,776.69","1,780.42","1,785.90","1,773.52","-0.20%"
"Apr 28, 2021","1,781.32","1,776.80","1,782.85","1,762.56","0.26%"
"Apr 29, 2021","1,771.24","1,780.90","1,790.43","1,756.19","-0.57%"
"Apr 30, 2021","1,768.59","1,772.90","1,773.98","1,763.73","-0.15%"
"May 03, 2021","1,792.36","1,768.49","1,798.22","1,765.91","1.34%"
"May 04, 2021","1,778.48","1,792.29","1,799.38","1,770.84","-0.77%"
"May 05, 2021","1,786.44","1,778.91","1,788.35","1,769.95","0.45%"
"May 06, 2021","1,815.18","1,787.09","1,818.21","1,781.67","1.61%"
"May 07, 2021","1,830.48","1,815.48","1,843.45","1,812.90","0.84%"
"May 10, 2021","1,835.44","1,833.24","1,845.53","1,830.09","0.27%"
"May 11, 2021","1,836.94","1,834.58","1,842.32","1,817.68","0.08%"
"May 12, 2021","1,815.44","1,837.40","1,843.69","1,813.00","-1.17%"
"May 13, 2021","1,826.57","1,815.90","1,828.81","1,808.78","0.61%"
"May 14, 2021","1,842.19","1,826.49","1,845.55","1,819.79","0.86%"
"May 17, 2021","1,866.13","1,843.84","1,868.80","1,841.24","1.30%"
"May 18, 2021","1,868.22","1,866.59","1,875.40","1,862.94","0.11%"
"May 19, 2021","1,869.57","1,869.59","1,890.15","1,851.94","0.07%"
"May 20, 2021","1,876.69","1,869.74","1,884.12","1,863.53","0.38%"
"May 21, 2021","1,880.30","1,876.84","1,889.85","1,870.01","0.19%"
"May 24, 2021","1,881.07","1,882.34","1,887.44","1,875.19","0.04%"
"May 25, 2021","1,899.26","1,880.69","1,900.63","1,872.73","0.97%"
"May 26, 2021","1,896.44","1,899.49","1,913.15","1,890.34","-0.15%"
"May 27, 2021","1,896.08","1,896.49","1,903.87","1,888.22","-0.02%"
"May 28, 2021","1,902.64","1,897.05","1,905.90","1,881.84","0.35%"
"May 31, 2021","1,906.36","1,903.69","1,911.13","1,901.56","0.20%"
"Jun 01, 2021","1,900.19","1,907.53","1,916.84","1,892.28","-0.32%"
"Jun 02, 2021","1,907.94","1,900.05","1,909.34","1,894.05","0.41%"
"Jun 03, 2021","1,870.57","1,908.09","1,909.89","1,865.11","-1.96%"
"Jun 04, 2021","1,889.97","1,871.32","1,896.60","1,856.09","1.04%"
"Jun 07, 2021","1,899.00","1,888.49","1,900.41","1,880.88","0.48%"
"Jun 08, 2021","1,892.82","1,898.99","1,903.95","1,883.38","-0.33%"
"Jun 09, 2021","1,888.77","1,893.49","1,899.40","1,886.58","-0.21%"
"Jun 10, 2021","1,897.51","1,888.57","1,900.09","1,869.84","0.46%"
"Jun 11, 2021","1,876.64","1,898.42","1,903.30","1,874.07","-1.10%"
"Jun 14, 2021","1,865.99","1,874.59","1,878.21","1,844.57","-0.57%"
"Jun 15, 2021","1,858.69","1,866.26","1,869.67","1,851.28","-0.39%"
"Jun 16, 2021","1,811.95","1,858.96","1,862.43","1,804.19","-2.51%"
"Jun 17, 2021","1,773.31","1,812.18","1,825.58","1,766.88","-2.13%"
"Jun 18, 2021","1,763.34","1,772.73","1,797.24","1,761.04","-0.56%"
"Jun 21, 2021","1,782.95","1,764.44","1,786.75","1,764.44","1.11%"
"Jun 22, 2021","1,778.52","1,783.23","1,790.42","1,771.99","-0.25%"
"Jun 23, 2021","1,778.73","1,778.80","1,795.18","1,773.13","0.01%"
"Jun 24, 2021","1,775.18","1,779.01","1,788.56","1,772.67","-0.20%"
"Jun 25, 2021","1,780.34","1,775.46","1,790.60","1,773.27","0.29%"
"Jun 28, 2021","1,778.18","1,781.24","1,785.90","1,770.69","-0.12%"
"Jun 29, 2021","1,761.09","1,778.44","1,779.24","1,750.11","-0.96%"
"Jun 30, 2021","1,769.80","1,761.35","1,774.72","1,752.78","0.49%"
"Jul 01, 2021","1,776.62","1,770.06","1,783.07","1,765.47","0.38%"
"Jul 02, 2021","1,786.79","1,776.83","1,795.40","1,773.73","0.57%"
"Jul 05, 2021","1,791.61","1,787.69","1,795.69","1,784.09","0.27%"
"Jul 06, 2021","1,796.69","1,791.88","1,815.34","1,789.91","0.28%"
"Jul 07, 2021","1,803.41","1,796.96","1,810.13","1,793.64","0.37%"
"Jul 08, 2021","1,802.56","1,803.67","1,818.70","1,794.28","-0.05%"
"Jul 09, 2021","1,807.98","1,802.89","1,812.71","1,796.09","0.30%"
"Jul 12, 2021","1,806.07","1,807.94","1,811.04","1,791.21","-0.11%"
"Jul 13, 2021","1,807.69","1,806.17","1,817.51","1,798.54","0.09%"
"Jul 14, 2021","1,827.06","1,807.72","1,830.32","1,804.21","1.07%"
"Jul 15, 2021","1,829.19","1,827.35","1,833.99","1,820.07","0.12%"
"Jul 16, 2021","1,810.89","1,829.45","1,832.20","1,808.65","-1.00%"
"Jul 19, 2021","1,812.34","1,811.65","1,817.56","1,794.66","0.08%"
"Jul 20, 2021","1,810.03","1,812.61","1,825.27","1,805.06","-0.13%"
"Jul 21, 2021","1,803.31","1,810.32","1,814.02","1,794.18","-0.37%"
"Jul 22, 2021","1,806.56","1,803.58","1,808.34","1,792.11","0.18%"
"Jul 23, 2021","1,801.34","1,806.95","1,810.56","1,790.45","-0.29%"
"Jul 26, 2021","1,797.27","1,802.65","1,811.97","1,795.68","-0.23%"
"Jul 27, 2021","1,798.82","1,797.53","1,805.60","1,792.83","0.09%"
"Jul 28, 2021","1,806.52","1,799.00","1,809.90","1,792.60","0.43%"
"Jul 29, 2021","1,827.95","1,807.15","1,833.05","1,806.29","1.19%"
"Jul 30, 2021","1,813.58","1,828.21","1,831.63","1,809.48","-0.79%"
"Aug 02, 2021","1,812.84","1,814.34","1,819.94","1,805.12","-0.04%"
"Aug 03, 2021","1,809.94","1,813.64","1,815.18","1,806.73","-0.16%"
"Aug 04, 2021","1,811.33","1,810.60","1,832.10","1,806.54","0.08%"
"Aug 05, 2021","1,804.07","1,811.69","1,815.45","1,797.74","-0.40%"
"Aug 06, 2021","1,762.69","1,804.28","1,804.93","1,758.33","-2.29%"
"Aug 09, 2021","1,729.46","1,763.34","1,764.65","1,684.77","-1.89%"
"Aug 10, 2021","1,728.71","1,729.74","1,738.49","1,717.17","-0.04%"
"Aug 11, 2021","1,751.56","1,729.01","1,754.63","1,723.54","1.32%"
"Aug 12, 2021","1,752.75","1,751.66","1,758.62","1,741.29","0.07%"
"Aug 13, 2021","1,779.15","1,752.72","1,780.53","1,751.27","1.51%"
"Aug 16, 2021","1,786.57","1,778.44","1,789.51","1,770.38","0.42%"
"Aug 17, 2021","1,785.96","1,787.51","1,795.77","1,780.28","-0.03%"
"Aug 18, 2021","1,787.59","1,786.21","1,794.31","1,777.31","0.09%"
"Aug 19, 2021","1,779.25","1,788.05","1,792.56","1,774.20","-0.47%"
"Aug 20, 2021","1,780.87","1,780.44","1,788.85","1,777.96","0.09%"
"Aug 23, 2021","1,805.20","1,780.55","1,806.92","1,776.03","1.37%"
"Aug 24, 2021","1,802.61","1,805.61","1,810.03","1,799.73","-0.14%"
"Aug 25, 2021","1,790.68","1,802.86","1,803.57","1,782.45","-0.66%"
"Aug 26, 2021","1,792.18","1,791.09","1,798.61","1,779.48","0.08%"
"Aug 27, 2021","1,816.67","1,792.60","1,819.38","1,787.66","1.37%"
"Aug 30, 2021","1,810.02","1,817.55","1,823.38","1,807.28","-0.37%"
"Aug 31, 2021","1,813.43","1,810.26","1,819.43","1,801.47","0.19%"
"Sep 01, 2021","1,813.66","1,813.57","1,820.21","1,808.18","0.01%"
"Sep 02, 2021","1,809.40","1,813.92","1,817.53","1,804.48","-0.23%"
"Sep 03, 2021","1,826.19","1,809.98","1,834.55","1,808.53","0.93%"
"Sep 06, 2021","1,823.10","1,828.66","1,830.60","1,820.58","-0.17%"
"Sep 07, 2021","1,794.13","1,823.27","1,827.39","1,792.33","-1.59%"
"Sep 08, 2021","1,788.93","1,794.41","1,802.60","1,781.98","-0.29%"
"Sep 09, 2021","1,794.69","1,789.19","1,801.19","1,783.83","0.32%"
"Sep 10, 2021","1,787.34","1,794.61","1,804.15","1,786.53","-0.41%"
"Sep 13, 2021","1,793.49","1,788.55","1,798.66","1,783.73","0.34%"
"Sep 14, 2021","1,804.27","1,793.77","1,808.99","1,781.89","0.60%"
"Sep 15, 2021","1,792.59","1,804.53","1,807.30","1,790.28","-0.65%"
"Sep 16, 2021","1,753.39","1,794.34","1,796.71","1,745.04","-2.19%"
"Sep 17, 2021","1,754.16","1,753.67","1,768.22","1,747.07","0.04%"
"Sep 20, 2021","1,763.88","1,754.30","1,767.31","1,742.24","0.55%"
"Sep 21, 2021","1,774.25","1,764.19","1,782.07","1,757.61","0.59%"
"Sep 22, 2021","1,767.91","1,774.51","1,787.51","1,764.84","-0.36%"
"Sep 23, 2021","1,742.57","1,768.40","1,776.60","1,737.84","-1.43%"
"Sep 24, 2021","1,749.86","1,742.82","1,758.08","1,739.60","0.42%"
"Sep 27, 2021","1,749.85","1,751.24","1,761.29","1,744.19","-0.00%"
"Sep 28, 2021","1,733.68","1,750.45","1,754.80","1,727.18","-0.92%"
"Sep 29, 2021","1,726.53","1,733.97","1,746.11","1,721.07","-0.41%"
"Sep 30, 2021","1,756.66","1,726.40","1,764.53","1,721.67","1.74%"
"Oct 01, 2021","1,760.36","1,756.91","1,764.40","1,749.36","0.21%"
"Oct 04, 2021","1,769.51","1,762.15","1,771.06","1,747.23","0.52%"
"Oct 05, 2021","1,759.96","1,769.75","1,771.03","1,748.56","-0.54%"
"Oct 06, 2021","1,762.48","1,760.45","1,765.78","1,745.45","0.14%"
"Oct 07, 2021","1,755.29","1,762.74","1,767.45","1,751.38","-0.41%"
"Oct 08, 2021","1,756.67","1,755.89","1,781.60","1,753.03","0.08%"
"Oct 11, 2021","1,753.86","1,757.34","1,761.36","1,749.68","-0.16%"
"Oct 12, 2021","1,759.93","1,754.12","1,769.78","1,750.47","0.35%"
"Oct 13, 2021","1,792.65","1,760.05","1,796.31","1,757.89","1.86%"
"Oct 14, 2021","1,795.56","1,792.75","1,800.91","1,786.22","0.16%"
"Oct 15, 2021","1,767.26","1,795.81","1,796.89","1,764.48","-1.58%"
"Oct 18, 2021","1,764.58","1,767.74","1,772.30","1,759.68","-0.15%"
"Oct 19, 2021","1,768.88","1,764.99","1,785.53","1,762.48","0.24%"
"Oct 20, 2021","1,781.83","1,769.28","1,788.68","1,766.50","0.73%"
"Oct 21, 2021","1,782.76","1,782.10","1,789.61","1,776.07","0.05%"
"Oct 22, 2021","1,792.48","1,782.89","1,814.22","1,782.46","0.55%"
"Oct 25, 2021","1,807.71","1,794.00","1,810.18","1,791.95","0.85%"
"Oct 26, 2021","1,792.63","1,807.90","1,808.50","1,781.98","-0.83%"
"Oct 27, 2021","1,796.69","1,793.04","1,799.38","1,782.83","0.23%"
"Oct 28, 2021","1,798.62","1,796.78","1,810.49","1,792.34","0.11%"
"Oct 29, 2021","1,782.81","1,799.03","1,801.49","1,771.70","-0.88%"
"Nov 01, 2021","1,793.05","1,783.24","1,796.20","1,778.89","0.57%"
"Nov 02, 2021","1,787.28","1,793.61","1,796.91","1,785.78","-0.32%"
"Nov 03, 2021","1,769.54","1,787.71","1,788.42","1,758.45","-0.99%"
"Nov 04, 2021","1,791.70","1,769.98","1,799.26","1,769.13","1.25%"
"Nov 05, 2021","1,816.73","1,792.14","1,818.61","1,785.17","1.40%"
